abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,price
control,,2000,manuell,0,,150000,,0
test,andere,2008,manuell,98,andere,150000,diesel,4760
test,bus,2012,manuell,140,galaxy,80000,diesel,16500
control,coupe,1999,manuell,179,tt,125000,benzin,5300
control,kleinwagen,2003,automatik,109,c3,100000,benzin,3555
test,kleinwagen,1989,manuell,45,andere,150000,benzin,350
control,bus,2009,manuell,150,viano,90000,diesel,19900
control,limousine,2007,automatik,320,s_klasse,150000,diesel,15200
test,kleinwagen,1994,manuell,75,1_reihe,125000,benzin,700
control,limousine,1995,manuell,130,3er,150000,benzin,550
test,cabrio,2006,manuell,140,eos,150000,diesel,8700
control,kleinwagen,2012,manuell,86,panda,50000,benzin,6990
control,limousine,2006,manuell,90,c4,80000,benzin,5500
test,kleinwagen,2006,manuell,63,getz,150000,benzin,1650
control,limousine,2009,manuell,170,a3,150000,diesel,7900
test,cabrio,2006,manuell,109,2_reihe,90000,benzin,4290
control,limousine,2014,manuell,86,golf,20000,benzin,14650
test,kombi,2002,manuell,143,3er,150000,benzin,3299
control,kleinwagen,2012,manuell,81,fiesta,40000,benzin,6500
control,kleinwagen,2002,manuell,148,2_reihe,150000,benzin,600
test,limousine,2006,manuell,102,golf,125000,benzin,5800
test,kombi,1999,manuell,75,astra,150000,benzin,1600
control,kombi,2011,automatik,156,c_klasse,30000,benzin,8000
test,kleinwagen,2000,manuell,0,2_reihe,150000,benzin,700
test,coupe,2010,automatik,204,andere,100000,diesel,27500
test,kombi,2007,manuell,170,a4,150000,diesel,6500
control,,2018,automatik,101,3_reihe,150000,,899
test,bus,2004,manuell,109,andere,150000,diesel,2790
test,kleinwagen,2007,manuell,54,andere,125000,benzin,2390
control,limousine,2008,automatik,170,3er,125000,benzin,9900
control,kombi,2009,manuell,140,passat,150000,diesel,6500
test,kombi,2001,manuell,125,mondeo,150000,benzin,1450
test,bus,2003,manuell,131,sharan,150000,diesel,3600
test,cabrio,2000,automatik,54,fortwo,100000,benzin,2295
test,kombi,1998,manuell,0,5er,150000,diesel,1699
test,,2017,manuell,95,a_klasse,125000,benzin,4400
test,limousine,1991,manuell,90,golf,150000,benzin,950
control,kleinwagen,1996,manuell,45,polo,150000,benzin,500
test,kombi,1998,manuell,101,passat,150000,benzin,800
test,suv,1998,manuell,116,andere,125000,benzin,1250
control,,2018,automatik,0,e_klasse,150000,diesel,2700
control,kombi,2006,manuell,129,avensis,125000,benzin,3250
control,bus,2007,automatik,204,viano,150000,diesel,13500
control,limousine,1999,manuell,170,3er,150000,benzin,4999
control,suv,2013,manuell,122,tiguan,40000,benzin,18300
test,,2000,,0,,150000,,0
test,kleinwagen,2001,manuell,75,golf,150000,benzin,1000
control,,2005,manuell,136,,100000,,0
test,cabrio,1981,manuell,185,sl,150000,benzin,36500
control,kleinwagen,2003,manuell,75,corsa,125000,benzin,2700
test,bus,2007,manuell,69,roomster,60000,benzin,4990
control,,2016,manuell,50,polo,150000,,150
test,cabrio,2001,manuell,192,3er,150000,lpg,6800
control,coupe,2011,automatik,354,a5,60000,benzin,30900
control,kleinwagen,2009,manuell,75,clio,80000,benzin,2999
test,limousine,1991,manuell,97,andere,150000,benzin,1500
test,,2017,automatik,184,3er,150000,,4600
control,cabrio,1981,automatik,204,sl,150000,benzin,6500
control,limousine,2010,automatik,239,q5,125000,diesel,28900
control,kleinwagen,2004,manuell,136,2_reihe,150000,benzin,1900
control,cabrio,1973,manuell,44,kaefer,90000,benzin,4900
control,kombi,2010,manuell,140,a3,150000,diesel,10490
test,kombi,2011,automatik,239,a4,90000,diesel,28499
control,kleinwagen,2004,manuell,83,andere,150000,benzin,2100
control,limousine,2003,manuell,102,passat,150000,lpg,3999
control,,2005,,0,,125000,,2600
test,kleinwagen,2001,manuell,60,2_reihe,150000,benzin,1350
control,limousine,1994,manuell,105,6_reihe,150000,benzin,600
test,,2016,manuell,101,golf,150000,diesel,4550
test,kleinwagen,2005,manuell,70,corsa,150000,diesel,800
test,kombi,2015,automatik,160,insignia,150000,diesel,11500
test,bus,2000,manuell,122,vito,150000,diesel,5000
test,kleinwagen,2004,manuell,69,corsa,150000,diesel,2400
test,suv,2004,manuell,145,santa,150000,benzin,4800
control,kleinwagen,2011,manuell,60,fox,100000,benzin,3250
control,,1995,manuell,55,golf,150000,benzin,200
test,kombi,2006,manuell,170,a3,150000,diesel,11800
control,kombi,2005,,0,touran,150000,diesel,2800
test,kombi,2000,automatik,143,e_klasse,150000,diesel,3500
test,,1985,,0,,150000,,50
test,limousine,2008,manuell,136,c_klasse,150000,diesel,9499
control,kombi,1998,manuell,125,passat,150000,benzin,3500
test,kleinwagen,2002,manuell,60,lupo,100000,benzin,1999
test,kombi,1998,manuell,150,5er,150000,benzin,1500
control,limousine,1995,automatik,85,c_klasse,125000,benzin,400
test,bus,2011,manuell,105,touran,100000,diesel,12950
test,kleinwagen,2008,manuell,64,getz,100000,benzin,2150
test,coupe,1999,manuell,180,tt,150000,benzin,4999
control,kombi,2001,automatik,163,c_klasse,125000,benzin,5200
test,kleinwagen,2006,manuell,0,cooper,90000,benzin,8200
control,limousine,1998,automatik,230,,150000,benzin,0
test,limousine,2004,manuell,280,leon,125000,benzin,9099
control,kleinwagen,2006,manuell,122,cooper,90000,benzin,8200
test,coupe,1995,manuell,193,3er,150000,benzin,2000
test,kleinwagen,1997,manuell,75,golf,150000,benzin,750
control,,2017,,184,andere,150000,,2099
test,,2016,manuell,0,corsa,150000,,150
test,kleinwagen,2001,manuell,60,lupo,125000,benzin,1190
control,bus,2000,manuell,101,zafira,150000,benzin,1200
test,limousine,2002,manuell,116,6_reihe,90000,benzin,3000
control,kleinwagen,2001,manuell,60,punto,150000,benzin,1150
control,limousine,2006,automatik,231,5er,150000,diesel,13980
test,bus,2006,manuell,136,c_max,150000,diesel,6499
test,limousine,2004,automatik,140,4_reihe,30000,,3499
test,kombi,2005,automatik,190,e_klasse,150000,diesel,8850
test,bus,2001,manuell,115,sharan,150000,diesel,4000
test,limousine,1996,manuell,170,5er,150000,benzin,0
control,kleinwagen,2005,,0,a4,150000,diesel,3200
test,bus,2003,manuell,90,andere,150000,diesel,1990
test,kleinwagen,1996,manuell,0,polo,150000,,150
test,limousine,2009,manuell,140,golf,150000,diesel,7199
control,limousine,2010,automatik,239,a5,150000,diesel,16299
control,coupe,2001,manuell,116,3er,150000,benzin,1999
control,,2018,manuell,0,3er,150000,benzin,1500
test,cabrio,2005,manuell,109,,100000,benzin,3800
test,suv,2010,manuell,150,sportage,100000,diesel,9990
test,kombi,2008,manuell,190,a4,150000,diesel,13800
control,limousine,1997,manuell,0,3er,150000,benzin,0
test,kleinwagen,2003,automatik,75,twingo,150000,benzin,2150
control,bus,1998,manuell,90,caddy,150000,diesel,2500
control,kombi,2011,manuell,184,3er,125000,diesel,15750
control,kombi,1997,manuell,101,golf,150000,benzin,990
control,kleinwagen,2001,manuell,75,golf,150000,benzin,700
test,kombi,1997,manuell,122,c_klasse,150000,benzin,750
test,,2017,manuell,0,500,60000,benzin,8500
control,,2016,manuell,105,golf,70000,,12000
test,limousine,2001,automatik,260,a8,150000,benzin,11800
control,bus,1992,manuell,60,transporter,150000,diesel,2700
control,kleinwagen,2006,manuell,69,corsa,150000,diesel,1650
control,kleinwagen,1997,manuell,75,golf,150000,benzin,999
control,suv,2009,automatik,224,glk,90000,diesel,21500
control,cabrio,2001,manuell,0,3er,150000,benzin,3800
test,limousine,1998,manuell,109,3er,150000,benzin,800
control,limousine,2007,automatik,179,a4,150000,diesel,11900
test,kleinwagen,1996,,0,golf,80000,benzin,1500
control,andere,1996,manuell,0,combo,150000,diesel,450
control,kombi,1998,manuell,120,laguna,150000,,1100
test,suv,2009,automatik,156,andere,90000,benzin,2100
control,kleinwagen,2003,manuell,116,cooper,150000,benzin,5350
test,limousine,2009,automatik,177,3er,125000,diesel,6000
test,kleinwagen,1999,manuell,0,lupo,90000,,1899
test,kombi,2003,manuell,130,ptcruiser,150000,diesel,2000
test,limousine,2012,automatik,457,c_klasse,60000,benzin,41900
test,coupe,2002,automatik,197,clk,150000,benzin,5990
test,limousine,1998,manuell,75,polo,150000,benzin,0
control,limousine,2005,manuell,140,a3,150000,diesel,4499
test,kleinwagen,2002,manuell,64,,150000,benzin,1600
control,limousine,1999,automatik,105,3er,150000,,2999
control,limousine,2006,automatik,104,golf,150000,diesel,7800
test,limousine,2002,manuell,116,primera,150000,lpg,2900
control,limousine,2004,automatik,136,4_reihe,150000,diesel,1999
control,,1111,,0,,5000,,0
control,kleinwagen,2014,manuell,87,i_reihe,30000,benzin,8799
test,limousine,2001,manuell,88,andere,150000,benzin,970
test,kombi,1999,manuell,90,focus,150000,diesel,1599
test,bus,1994,manuell,107,espace,150000,benzin,750
test,limousine,1991,manuell,116,vectra,80000,benzin,1000
control,suv,2009,manuell,140,sportage,40000,benzin,10500
test,,2017,manuell,116,cooper,125000,benzin,5900
control,limousine,1969,manuell,140,s_klasse,80000,benzin,12000
test,cabrio,2003,automatik,192,,150000,,7400
control,suv,1997,manuell,136,andere,150000,benzin,1698
control,kleinwagen,2003,manuell,0,andere,100000,benzin,1850
test,,2017,manuell,109,i_reihe,80000,benzin,7990
test,limousine,2007,manuell,90,golf,150000,diesel,4500
test,kleinwagen,2003,manuell,58,twingo,150000,benzin,1480
test,bus,2008,manuell,131,galaxy,150000,diesel,8450
control,,2017,manuell,60,corsa,125000,,1650
control,coupe,2003,manuell,143,c_klasse,150000,benzin,3700
test,suv,2011,manuell,0,x_reihe,100000,diesel,14800
test,kombi,2008,automatik,136,focus,150000,diesel,5000
control,coupe,2007,manuell,409,3er,150000,benzin,21000
test,bus,2006,manuell,95,b_klasse,90000,benzin,7500
control,kombi,2009,manuell,160,a4,90000,benzin,14750
test,limousine,1995,automatik,299,,150000,,2200
control,,2009,automatik,143,1er,150000,,10100
test,,2016,manuell,116,galaxy,150000,diesel,1750
test,kombi,2001,automatik,147,vectra,150000,benzin,2250
control,kombi,2012,manuell,120,exeo,40000,diesel,15500
control,limousine,2000,manuell,125,,150000,benzin,1900
test,coupe,1971,,0,,5000,,15000
control,coupe,1999,manuell,170,3er,150000,benzin,2300
control,limousine,2004,,0,3er,150000,diesel,2300
test,limousine,2002,automatik,306,s_klasse,90000,benzin,12999
test,cabrio,1996,automatik,231,sl,50000,benzin,24800
control,bus,2006,automatik,131,transporter,150000,diesel,7800
control,,2016,,0,astra,150000,benzin,1000
control,kleinwagen,2009,manuell,95,2_reihe,100000,benzin,6200
test,kleinwagen,2009,manuell,68,2_reihe,100000,diesel,5300
test,kombi,1997,manuell,193,a4,150000,benzin,1849
control,kleinwagen,1999,manuell,58,clio,90000,benzin,1800
control,kleinwagen,2005,manuell,64,polo,150000,benzin,2100
test,suv,2000,automatik,250,,150000,lpg,9900
control,kombi,1999,manuell,193,3er,150000,benzin,1700
control,limousine,2002,,0,punto,90000,,950
control,limousine,1996,manuell,122,c_klasse,150000,benzin,800
test,bus,2001,automatik,188,andere,150000,benzin,500
test,limousine,2011,manuell,95,a_klasse,60000,benzin,11850
test,kombi,2007,manuell,75,logan,150000,benzin,890
control,,2000,,0,transporter,5000,,250
control,kombi,2004,manuell,150,,150000,diesel,5900
test,kombi,1998,manuell,0,mondeo,150000,benzin,600
test,limousine,2001,manuell,0,a2,150000,diesel,2500
test,limousine,1999,automatik,102,a_klasse,150000,benzin,1299
test,kombi,1998,automatik,193,5er,150000,benzin,750
control,bus,2004,manuell,105,touran,150000,diesel,4500
test,suv,1999,manuell,120,andere,150000,benzin,4000
control,kleinwagen,1999,manuell,60,polo,150000,benzin,950
test,,2016,manuell,0,andere,90000,benzin,3900
control,kleinwagen,2003,manuell,90,one,150000,benzin,4200
test,limousine,2003,manuell,131,ibiza,100000,diesel,5950
test,limousine,2006,manuell,105,golf,150000,diesel,2650
control,kombi,2005,manuell,265,a4,150000,diesel,9500
test,kleinwagen,2012,manuell,75,one,40000,benzin,9250
control,kombi,1996,manuell,116,passat,150000,benzin,850
test,limousine,2002,automatik,116,e_klasse,30000,diesel,2990
test,limousine,2010,manuell,170,c_klasse,90000,diesel,16000
control,kleinwagen,1992,manuell,54,golf,125000,benzin,499
control,limousine,1999,manuell,170,5er,150000,benzin,2500
control,limousine,2004,manuell,75,golf,150000,benzin,3499
control,kleinwagen,2007,manuell,75,,100000,benzin,5500
test,,2016,manuell,0,kangoo,150000,diesel,400
test,limousine,2003,automatik,102,a_klasse,150000,benzin,1699
control,kleinwagen,2006,manuell,75,clio,150000,benzin,2400
test,limousine,2000,automatik,122,c_klasse,150000,benzin,2999
control,limousine,2005,automatik,333,5er,150000,benzin,13800
control,,2017,,0,a3,150000,,1100
test,kleinwagen,2009,,68,andere,30000,,6200
test,kleinwagen,2007,manuell,88,fiesta,100000,benzin,3450
control,,2005,,125,zafira,30000,diesel,3500
test,coupe,2013,automatik,71,fortwo,40000,benzin,7500
test,limousine,2010,automatik,186,,125000,benzin,6999
test,kombi,2012,manuell,105,octavia,80000,diesel,11000
test,kleinwagen,2004,manuell,65,micra,150000,benzin,2100
test,kombi,2002,manuell,131,passat,150000,diesel,3999
control,cabrio,2008,manuell,150,eos,80000,benzin,13900
control,coupe,1995,manuell,105,3er,150000,benzin,550
control,kleinwagen,2000,automatik,0,,125000,benzin,1690
control,kleinwagen,2001,manuell,0,twingo,150000,benzin,250
test,,2016,,0,fiesta,150000,,480
test,kleinwagen,2000,manuell,75,golf,125000,benzin,3200
control,limousine,2006,automatik,129,1er,90000,benzin,11500
test,coupe,2010,manuell,122,scirocco,80000,benzin,11540
control,cabrio,2012,manuell,120,2_reihe,30000,benzin,13199
test,cabrio,2001,automatik,163,clk,40000,benzin,12790
control,limousine,1995,manuell,122,c_klasse,150000,benzin,600
test,kombi,2001,manuell,125,mondeo,150000,benzin,2500
test,kombi,2015,manuell,86,golf,20000,benzin,13750
test,kleinwagen,2013,manuell,75,corsa,80000,diesel,8200
control,bus,2004,manuell,110,c_max,150000,diesel,3000
control,limousine,1996,automatik,0,7er,150000,benzin,2300
test,limousine,2013,automatik,170,c_klasse,100000,diesel,21999
control,kombi,2011,automatik,239,a6,80000,diesel,24999
control,kleinwagen,2001,manuell,0,twingo,150000,benzin,550
control,kombi,1999,manuell,150,a4,150000,benzin,2350
control,cabrio,1997,manuell,0,andere,150000,benzin,1750
test,bus,2012,manuell,114,transporter,40000,diesel,28300
test,kombi,2012,manuell,105,golf,50000,diesel,14900
test,limousine,2010,manuell,140,a3,80000,diesel,12800
control,kleinwagen,2004,manuell,63,getz,125000,benzin,1800
test,kleinwagen,1993,manuell,0,twingo,150000,,150
test,kombi,2013,automatik,200,mondeo,70000,diesel,20200
control,limousine,2004,manuell,101,polo,150000,,3100
test,limousine,2003,automatik,163,a4,150000,benzin,5500
control,limousine,2006,manuell,185,159,125000,,5000
control,kleinwagen,2005,manuell,75,2_reihe,150000,benzin,0
control,kleinwagen,2001,manuell,75,andere,150000,benzin,480
control,limousine,1994,manuell,102,3er,150000,benzin,1800
control,limousine,1999,manuell,120,andere,125000,,350
test,kleinwagen,2013,manuell,80,fiesta,30000,benzin,10490
control,bus,2012,manuell,0,transporter,50000,diesel,37990
test,bus,2000,manuell,122,vito,150000,diesel,3800
control,bus,2001,manuell,101,transit,5000,diesel,1290
test,limousine,1998,manuell,101,golf,150000,benzin,1200
test,kleinwagen,2011,manuell,117,juke,60000,benzin,10999
control,kleinwagen,2013,manuell,86,a1,30000,benzin,13900
control,limousine,1997,manuell,193,a4,150000,lpg,2000
control,coupe,2000,manuell,224,tt,150000,benzin,5600
control,cabrio,2012,manuell,122,golf,20000,benzin,18000
control,bus,2007,manuell,95,b_klasse,150000,benzin,5300
control,limousine,2007,automatik,218,x_reihe,150000,diesel,13500
control,limousine,2000,manuell,105,3er,150000,benzin,2850
control,,2017,manuell,150,3er,150000,,4900
test,cabrio,2001,manuell,141,andere,150000,benzin,3850
test,kombi,1998,manuell,100,vectra,150000,benzin,800
test,limousine,2008,manuell,120,3_reihe,70000,benzin,6490
control,limousine,2003,manuell,105,golf,150000,diesel,4550
control,,2016,manuell,122,1er,80000,benzin,9000
test,kleinwagen,2004,manuell,75,ibiza,150000,benzin,2250
test,kleinwagen,1997,manuell,65,ka,150000,benzin,350
test,,2009,manuell,0,qashqai,150000,diesel,8400
control,kleinwagen,2009,manuell,105,fabia,70000,diesel,7490
control,bus,2003,automatik,178,espace,150000,diesel,3250
control,kombi,2000,automatik,90,passat,150000,diesel,2500
control,limousine,1997,manuell,116,vectra,150000,benzin,699
control,,2005,manuell,58,twingo,125000,benzin,450
control,cabrio,2014,automatik,313,andere,60000,diesel,47999
control,bus,2010,manuell,140,touran,70000,,13500
test,bus,2005,manuell,109,transporter,150000,diesel,9500
test,,2016,manuell,115,,20000,benzin,1200
control,limousine,2007,automatik,190,a4,150000,diesel,12990
control,kleinwagen,1997,manuell,45,1_reihe,150000,benzin,700
control,suv,2003,manuell,150,andere,150000,diesel,2750
test,bus,2011,automatik,140,galaxy,125000,diesel,15900
test,limousine,2010,manuell,156,c_klasse,100000,benzin,13499
test,kombi,2001,manuell,75,golf,125000,benzin,1300
control,kombi,2005,manuell,200,a3,150000,benzin,7990
control,kleinwagen,1995,manuell,45,polo,5000,benzin,550
test,limousine,1995,manuell,192,,150000,benzin,999
control,coupe,1998,manuell,75,astra,150000,benzin,950
control,limousine,2006,manuell,109,c4,100000,benzin,4699
test,kombi,2006,automatik,170,e_klasse,150000,diesel,3500
test,,2016,manuell,64,polo,100000,benzin,3500
control,bus,2007,manuell,102,golf,150000,benzin,5997
control,bus,2003,manuell,113,scenic,150000,benzin,2200
control,limousine,1999,manuell,75,golf,150000,benzin,999
control,kombi,1997,manuell,170,5er,150000,benzin,1200
test,coupe,1997,manuell,55,corsa,125000,benzin,180
test,kombi,1999,manuell,115,v40,150000,benzin,999
test,kleinwagen,2000,manuell,75,polo,150000,benzin,1200
test,bus,2006,manuell,102,touran,150000,lpg,5500
